Review,Brand,Variety,Style,Country,Stars,Count,Average
601,Wei Chuan,tomato vegetables,Pack,Taiwan,4,224,3.6654017857142853
599,Lucky Me!,pancit canton extra hot chili,Pack,Philippines,4,47,3.3297872340425534
598,Little Cook,vegetarian,Cup,Thailand,3.25,191,3.384816753926702
594,Haioreum,asian style noodles seafood,Bowl,South Korea,3.5,307,3.7905537459283387
593,Nongshim,chapagetti chajang,Pack,South Korea,4,307,3.7905537459283387
590,Mama,chand clear soup,Bowl,Thailand,3.5,191,3.384816753926702
589,Vifon,south korean style kim chee,Bowl,Vietnam,4.25,108,3.187962962962963
588,Vifon,tu quy pork,Pack,Vietnam,2.75,108,3.187962962962963
587,Sunlight,steam vermicelli,Pack,Taiwan,2.1,224,3.6654017857142853
586,Vedan,bah kut tea noodle for vegetarians,Pack,Taiwan,3.25,224,3.6654017857142853
585,Ve Wong,artificial onion flavor bean thread,Bowl,Taiwan,1.5,224,3.6654017857142853
584,Baijia,single noble black bone chicken sweet potato thread,Cup,China,0,169,3.4218934911242602
583,Vifon,phu gia cua crab bean thread,Pack,Vietnam,2.25,108,3.187962962962963
580,Baijia,hot & sour casserole stewed rice noodle,Pack,China,0,169,3.4218934911242602
579,Baijia,sichuan pickled sweet potato thread,Pack,China,1.75,169,3.4218934911242602
578,Nongshim,shin ramyun black,Pack,South Korea,4.75,307,3.7905537459283387
576,Menraku,tempura soba,Bowl,Japan,3.75,352,3.981605113636364
574,Maggi,2 minute noodles tricky tomato,Pack,India,3.75,31,3.3951612903225805
573,Noah Foods,phoya chicken,Bowl,Vietnam,2,108,3.187962962962963
571,Shirakiku,japanese style tokusen sio,Pack,Japan,3.25,352,3.981605113636364
570,O Sung,keopnurungji rice snack,Cup,South Korea,2.5,307,3.7905537459283387
569,Saigon Ve Wong,kung fu suc song artificial pork,Bowl,Vietnam,3,108,3.187962962962963
568,Paldo,gomtang,Cup,South Korea,4,307,3.7905537459283387
567,Goku Uma,soy sauce,Bowl,Japan,3.5,352,3.981605113636364
566,Foodmon,dj doc jjolmyeon,Bowl,South Korea,5,307,3.7905537459283387
564,Uni-President,one more cup kimchi,Cup,Taiwan,3.75,224,3.6654017857142853
563,Yum Yum,duck,Pack,Thailand,3.25,191,3.384816753926702
561,Sahmyook,vegetable,Pack,South Korea,3.25,307,3.7905537459283387
560,Myojo,ippeichan soy sauce,Bowl,Japan,4,352,3.981605113636364
559,Wai Wai,quick tom yum shrimp,Cup,Thailand,3,191,3.384816753926702
558,Long Kow,crystal noodles vegetables,Bowl,China,1.5,169,3.4218934911242602
556,Mi Sedaap,mi goreng perisa asli,Pack,Indonesia,4.75,126,4.067460317460317
554,Yum Yum,shrimp tom yum flavor,Pack,Thailand,3.5,191,3.384816753926702
553,Samyang,60 ingredients,Cup,South Korea,2.75,307,3.7905537459283387
552,Super Bihun,kuah rasa baso sapi rice noodles,Pack,Indonesia,3,126,4.067460317460317
550,Nissin,taisho fried noodle yakisoba,Pack,Japan,4.25,352,3.981605113636364
549,Mi Sedaap,supreme soto,Pack,Indonesia,4,126,4.067460317460317
547,Lucky Me!,pancit canton sweet spicy,Pack,Philippines,5,47,3.3297872340425534
546,Yum Yum,vegetable,Pack,Thailand,3.5,191,3.384816753926702
545,Golden Wheat,south korean style spicy beef,Pack,China,3.5,169,3.4218934911242602
543,Menraku,curry udon,Bowl,Japan,4.75,352,3.981605113636364
542,Mi Sedaap,mi supartificial chicken special,Pack,Indonesia,3,126,4.067460317460317
541,Yum Yum,chicken,Pack,Thailand,3.5,191,3.384816753926702
539,Nissin,demae ramen chicken,Pack,Japan,3,352,3.981605113636364
538,Lucky Me!,lomi seafood vegetable,Pack,Philippines,0.5,47,3.3297872340425534
537,Mama,pad kee mao drunken,Pack,Thailand,2,191,3.384816753926702
536,Ottogi,yeul ramyun,Pack,South Korea,4.25,307,3.7905537459283387
535,Wai Wai,chicken flavor,Pack,Thailand,0.9,191,3.384816753926702
534,Mama,pho ga,Pack,Thailand,3.1,191,3.384816753926702
533,Paldo,gomtang,Pack,South Korea,4.75,307,3.7905537459283387
532,Doll,spicy tomkotsu,Pack,Hong Kong,4.25,137,3.8018248175182485
531,Yum Yum,beef,Pack,Thailand,3.25,191,3.384816753926702
530,Mee Jang,artificial shrimp tom yum,Bowl,Thailand,3.5,191,3.384816753926702
527,Little Cook,wheat gluten stewed duck flavoured,Bowl,Thailand,2.75,191,3.384816753926702
525,JML,artificial spicy hot beef,Pack,China,3.75,169,3.4218934911242602
524,Nissin,cup noodles spicy seafood,Cup,Hong Kong,3.75,137,3.8018248175182485
523,Dragonfly,artificial hot & sour shrimp,Bowl,China,4.5,169,3.4218934911242602
522,Samyang,hot beef,Pack,South Korea,4.25,307,3.7905537459283387
521,Menraku,soy sauce,Bowl,Japan,4.25,352,3.981605113636364
520,Nan Hsing,vegetarian rice noodles,Bowl,Taiwan,0.25,224,3.6654017857142853
519,Snapdragon,beijing vegetable rice noodle,Cup,Singapore,2,109,4.126146788990826
518,Dragonfly,artificial chicken,Bowl,China,4.5,169,3.4218934911242602
516,Wang,champong spicy seafood,Bowl,South Korea,3.5,307,3.7905537459283387
514,Shirakiku,sanukiya fresh spicy ramen,Bowl,Japan,3,352,3.981605113636364
513,Dragonfly,artificial onion,Bowl,China,4,169,3.4218934911242602
512,Paldo,big bowl noodle,Bowl,South Korea,3.75,307,3.7905537459283387
511,Menraku,miso,Bowl,Japan,2.75,352,3.981605113636364
510,Snapdragon,south korean kimchi rice noodle,Cup,Singapore,3.75,109,4.126146788990826
509,Ve Wong,kung fu shrimp,Bowl,Taiwan,4,224,3.6654017857142853
508,Samyang,beef,Cup,South Korea,3.75,307,3.7905537459283387
507,Dragonfly,artificial seafood,Bowl,China,3.75,169,3.4218934911242602
506,Nongshim,oolongmen beef,Cup,South Korea,2.5,307,3.7905537459283387
505,JML,artificial spicy beef,Pack,China,3.5,169,3.4218934911242602
503,GreeNoodle,miso,Pack,Thailand,1,191,3.384816753926702
502,Sunlee,beef rice stick,Bowl,Thailand,2,191,3.384816753926702
501,Nongshim,neoguri mild,Pack,South Korea,3.25,307,3.7905537459283387
499,Dragonfly,artificial beef,Bowl,China,4.75,169,3.4218934911242602
498,Hsin Tung Yang,tiny noodle with oyster flavor,Pack,Taiwan,0,224,3.6654017857142853
497,Nissin,demae iccho seafood & abalone macaroni,Pack,Japan,4,352,3.981605113636364
495,Ottogi,jin ramen (mild),Pack,South Korea,3.25,307,3.7905537459283387
494,Snapdragon,tomato seafood rice noodle,Cup,Singapore,3.5,109,4.126146788990826
493,Pulmuone,fresh ramen spicy,Pack,South Korea,3,307,3.7905537459283387
492,Noah Foods,phoya rice noodles beef,Bowl,Vietnam,2.75,108,3.187962962962963
491,JML,artificial stew beef,Pack,China,3.75,169,3.4218934911242602
490,Foodmon,dj doc instant rice ramen topokki,Bowl,South Korea,5,307,3.7905537459283387
489,JML,stew pork,Pack,China,3.25,169,3.4218934911242602
488,Kailo,big bowl crab ,Bowl,Hong Kong,3.5,137,3.8018248175182485
487,Kailo,big bowl artificial chicken,Bowl,Hong Kong,2.75,137,3.8018248175182485
486,Kamfen,japanese u-don lobster scallop,Pack,China,3,169,3.4218934911242602
485,Ottogi,hot & spicy ramen,Cup,South Korea,3,307,3.7905537459283387
484,Ottogi,bekse curry myon,Cup,South Korea,4.25,307,3.7905537459283387
483,Itomen,yellow buckwheat,Bowl,Japan,4.5,352,3.981605113636364
482,Menraku,shio,Bowl,Japan,4.5,352,3.981605113636364
479,Nongshim,potato noodle soup,Pack,South Korea,3.75,307,3.7905537459283387
478,Vedan,mushroom & artificial cuttlefish,Pack,Taiwan,1.75,224,3.6654017857142853
477,Mr. Udon,malaysian beef udon,Pack,South Korea,3,307,3.7905537459283387
474,Saigon Ve Wong,kung fu rice noodle shrimp crab ,Bowl,Vietnam,3.75,108,3.187962962962963
473,Myojo,ramen-desse miso soybean paste,Bowl,Japan,4.5,352,3.981605113636364
468,Paldo,snack noodle slightly hot,Pack,South Korea,3.75,307,3.7905537459283387
467,Vifon,tu quy sour spicy shrimp,Pack,Vietnam,1.75,108,3.187962962962963
466,Saigon Ve Wong,kung fu rice noodle artificial beef,Bowl,Vietnam,3.5,108,3.187962962962963
464,Mama,vegetable,Pack,Thailand,3.25,191,3.384816753926702
463,Ottogi,ppushu ppushu barbecue,Pack,South Korea,3,307,3.7905537459283387
461,Samyang,sutah hot spicy beef,Pack,South Korea,3.5,307,3.7905537459283387
460,Menraku,tempura udon,Bowl,Japan,5,352,3.981605113636364
458,Ve Wong,kung fu artificial beef rice noodle,Bowl,Taiwan,3.75,224,3.6654017857142853
457,Ibumie,harmee mee goreng prawn,Pack,Malaysia,4.5,155,4.154193548387097
456,Ve Wong,kung fu artificial szechuan pork,Bowl,Taiwan,3.75,224,3.6654017857142853
455,Baijia,single noble pickled radish & duck,Cup,China,0.25,169,3.4218934911242602
452,Myojo,hyoubanya no chukasoba soy sauce,Pack,Japan,4,352,3.981605113636364
451,Myojo,ippeichan soybean paste,Bowl,Japan,4,352,3.981605113636364
450,Ottogi,ppushu ppushu tteobokki,Pack,South Korea,3.25,307,3.7905537459283387
449,Wu Mu,beef flavor ramen,Pack,Taiwan,4.25,224,3.6654017857142853
448,Ve Wong,kung fu artificial sesame chicken,Bowl,Taiwan,3.75,224,3.6654017857142853
447,Ve Wong,little prince bacon,Pack,Vietnam,4.75,108,3.187962962962963
446,Sao Tao,noodle king hong koing style wonton,Bowl,Hong Kong,2.25,137,3.8018248175182485
445,iNoodle,taiwan style chow mein,Pack,Taiwan,2.25,224,3.6654017857142853
444,Mr. Udon,chicken,Pack,South Korea,3.25,307,3.7905537459283387
443,Lucky Me!,n-rich chicken tinola,Pack,Philippines,4,47,3.3297872340425534
442,Nongshim,kalguksoo,Pack,South Korea,4.5,307,3.7905537459283387
441,Ottogi,spice seafood,Pack,South Korea,3.75,307,3.7905537459283387
439,Little Cook,tom yum seafood creamy,Bowl,Thailand,3,191,3.384816753926702
438,Samyang,beef,Bowl,South Korea,3.75,307,3.7905537459283387
437,Nongshim,big bowl spicy kimchi,Bowl,South Korea,3.25,307,3.7905537459283387
436,Unif,artificial beef with sauerkraut,Bowl,Taiwan,3.75,224,3.6654017857142853
435,Mi Sedaap,mie sambal goreng,Pack,Indonesia,4.25,126,4.067460317460317
434,Mi Sedaap,kari spesial,Pack,Indonesia,4.5,126,4.067460317460317
433,Lucky Me!,supreme bulalo,Bowl,Philippines,3.25,47,3.3297872340425534
432,Ve Wong,instant bean thread seafood,Bowl,Taiwan,2.5,224,3.6654017857142853
431,Unif / Tung-I,chinese onion rice noodle,Pack,Taiwan,2.75,224,3.6654017857142853
430,Quickchow,pancit canton toyo mansi,Pack,Philippines,5,47,3.3297872340425534
429,Quickchow,chicken mami,Pack,Philippines,3.75,47,3.3297872340425534
428,Kamfen,e menm chicken,,China,3.75,169,3.4218934911242602
427,Koka,mi hai cua crab flavor,Pack,Singapore,5,109,4.126146788990826
426,Vifon,tu quy chicken,Pack,Vietnam,3,108,3.187962962962963
424,Q,noodle with sesame sauce,Pack,Taiwan,3.25,224,3.6654017857142853
423,Noodle Time,shin cup,Cup,South Korea,3,307,3.7905537459283387
422,Vifon,mi lau thai thai stle,Bowl,Vietnam,4,108,3.187962962962963
421,Myojo,kakesoba desse soy sauce,Bowl,Japan,2.75,352,3.981605113636364
419,Myojo,ramen desse shio,Bowl,Japan,4.25,352,3.981605113636364
418,iNoodle,udon noodle soup oriental,Pack,Taiwan,3.75,224,3.6654017857142853
417,Vifon,tu quy spicy beef,Pack,Vietnam,3.5,108,3.187962962962963
415,Ve Wong,artificial classic beef,Bowl,Taiwan,3.75,224,3.6654017857142853
414,Doll,artificial beef flavor,Pack,Hong Kong,2.5,137,3.8018248175182485
413,Souper,alimentary paste chow mein,Pack,Taiwan,4.25,224,3.6654017857142853
412,Maruchan,midori no tanuki,Bowl,Japan,4.125,352,3.981605113636364
411,Sunlee,crab vermicelli,Bowl,Thailand,3.25,191,3.384816753926702
410,Lucky Me!,instant bulalo bone marrow,Pack,Philippines,3.75,47,3.3297872340425534
409,Payless,instant mami chicken,Pack,Philippines,4,47,3.3297872340425534
408,Gomex,3 mien mi tom chua cay hot sour shrimp,Pack,Vietnam,2.25,108,3.187962962962963
407,Ottogi,snack ramyon,Cup,South Korea,3.5,307,3.7905537459283387
406,Vifon,asian style instant noodles beef,Pack,Vietnam,3.75,108,3.187962962962963
405,Ibumie,harmee prawn,Pack,Malaysia,3.25,155,4.154193548387097
404,Vina Acecook,hao hao sate onion,Pack,Vietnam,3.75,108,3.187962962962963
402,Sao Tao,noodle king scallop thick,Bowl,Hong Kong,3,137,3.8018248175182485
401,Myojo,suudon desse soy sauce,Bowl,Japan,4.25,352,3.981605113636364
400,Nissin,cup noodles seafood curry,Cup,Hong Kong,4.25,137,3.8018248175182485
399,Paldo,spicy seafood,Cup,South Korea,3.75,307,3.7905537459283387
398,Paldo,bowl noodle beef with vegetables,Bowl,South Korea,3.75,307,3.7905537459283387
397,Quickchow,quickie mami la paz batchoy,Cup,Philippines,3,47,3.3297872340425534
396,Vina Acecook,bestcook hot spicy tom yum shrimp,Bowl,Vietnam,4.25,108,3.187962962962963
395,Ottogi,jin ramen (mild),Cup,South Korea,3,307,3.7905537459283387
394,Paldo,hwa cup hot spicy,Cup,South Korea,3.5,307,3.7905537459283387
393,Kamfen,dried mix noodles xo sauce,Tray,China,2,169,3.4218934911242602
392,Nissin,yakisoba noodles karashi,Tray,Japan,5,352,3.981605113636364
391,Myojo,hyoubanya no chukasoba oriental,Pack,Japan,4.25,352,3.981605113636364
390,Menraku,curry soba,Bowl,Japan,4,352,3.981605113636364
389,Mama,vegetarian tom yum,Pack,Thailand,2.75,191,3.384816753926702
385,Ve Wong,hot of hots artificial black peppered beef,Bowl,Taiwan,1.25,224,3.6654017857142853
384,Nissin,demae iccho tom yam goong macaroni,Pack,Japan,4,352,3.981605113636364
383,Lucky Me!,chicken na chicken,Pack,Philippines,2.75,47,3.3297872340425534
382,Lucky Me!,n-rich artificial chicken with ginger,Pack,Philippines,2.5,47,3.3297872340425534
381,Saigon Ve Wong,kung fu artificial beef rice noodle,Pack,Vietnam,4.25,108,3.187962962962963
380,Rhee Bros Assi,pho vietnamese noodle soup,Tray,South Korea,3.75,307,3.7905537459283387
378,Ve Wong,hot of hots artificial satay beef,Bowl,Taiwan,3.75,224,3.6654017857142853
377,Sau Tao,ho fan abalone chicken,Bowl,Hong Kong,4,137,3.8018248175182485
376,Sau Tao,noodle king lobster thick,Bowl,Hong Kong,2.75,137,3.8018248175182485
375,Vifon,pho bo beef rice noodle,Pack,Vietnam,0.5,108,3.187962962962963
374,Vifon,asian style instant noodles shrimp,Pack,Vietnam,3.75,108,3.187962962962963
370,Fuku,superior soup,Pack,Hong Kong,5,137,3.8018248175182485
369,Bon Go Jang,tofu udon dosirak,Tray,South Korea,3.75,307,3.7905537459283387
368,Knorr,chili pork,Cup,Thailand,3.5,191,3.384816753926702
367,Saigon Ve Wong,kung fu artificial chicken,Pack,Vietnam,3.25,108,3.187962962962963
366,Payless,pancit shanghai,Pack,Philippines,2.75,47,3.3297872340425534
365,Nissin,cup noodles prawn,Cup,Singapore,3.25,109,4.126146788990826
364,Sao Tao,noodle king beef hong kong style,Bowl,Hong Kong,2.5,137,3.8018248175182485
363,Nissin,demae iccho tonkotsu macaroni,Pack,Japan,3.5,352,3.981605113636364
362,Vina Acecook,daily hot & sour with shrimp,Pack,Vietnam,4.5,108,3.187962962962963
358,Doll,spicy artificial pork,Pack,Hong Kong,3.75,137,3.8018248175182485
357,Payless,xtra big kalamansi pancit canton,Pack,Philippines,4,47,3.3297872340425534
355,Nongshim,noodle lite 275 udon mushroom,Bowl,South Korea,2.5,307,3.7905537459283387
349,Ottogi,ramen bokki,Bowl,South Korea,3.25,307,3.7905537459283387
348,Paldo,bowl noodle kimchi,Bowl,South Korea,3.5,307,3.7905537459283387
347,Sunny Maid,mi chay vegetarian,Pack,Taiwan,1.75,224,3.6654017857142853
346,Paldo,bowl noodle spicy artificial chicken,Bowl,South Korea,3.125,307,3.7905537459283387
345,Myojo,charumera shoyu,Pack,Japan,3.5,352,3.981605113636364
344,Paldo,stirfried kimchi,Pack,South Korea,3.75,307,3.7905537459283387
343,Super Bihun,goreng rice noodles,Pack,Indonesia,4.5,126,4.067460317460317
342,Nongshim,shin big bowl,Bowl,South Korea,3.5,307,3.7905537459283387
341,Vina Acecook,daily vegetarian,Pack,Vietnam,3.75,108,3.187962962962963
340,Shirakiku,japanese style tokusen shoyu,Pack,Japan,4,352,3.981605113636364
339,Payless,xtra big chilimansi pancit canton,Pack,Philippines,4.5,47,3.3297872340425534
336,Six Fortune,instant noodles with soup,Pack,South Korea,3.5,307,3.7905537459283387
335,Goku Uma,hot & spicy beef,Bowl,Japan,3.5,352,3.981605113636364
332,Nongshim,champong oriental noodles,Cup,South Korea,3.75,307,3.7905537459283387
331,Sunlee,crab noodle,Bowl,Thailand,4.5,191,3.384816753926702
330,Vifon,phu gia instant bean thread chicken,Pack,Vietnam,3.25,108,3.187962962962963
329,Mee Jang,artificial beef flavor,Bowl,Thailand,3.5,191,3.384816753926702
328,Nongshim,big bowl udon,Bowl,South Korea,4.5,307,3.7905537459283387
327,Gomex,3 mien mi tom hum lobster,Pack,Vietnam,3.5,108,3.187962962962963
326,Little Cook,tvp curry chicken,Bowl,Thailand,4,191,3.384816753926702
325,Mee Jang,artificial pork,Bowl,Thailand,3.5,191,3.384816753926702
324,Nongshim,big bowl spicy shrimp,Bowl,South Korea,3.5,307,3.7905537459283387
323,Ottogi,jin ramen (hot),Cup,South Korea,3.5,307,3.7905537459283387
322,Unif,shrimp fish,Bowl,Taiwan,3.75,224,3.6654017857142853
321,Little Cook,tvp spicy beef,Bowl,Thailand,4.75,191,3.384816753926702
318,Unif,super bowl artificial pickled chilli beef,Bowl,Taiwan,3.25,224,3.6654017857142853
316,Unif,super bowl artificial stewed pork chop,Bowl,Taiwan,3.5,224,3.6654017857142853
315,Unif,super bowl artificial spicy beef,Bowl,Taiwan,2.75,224,3.6654017857142853
314,Paldo,dosirac mushroom,Tray,South Korea,2.5,307,3.7905537459283387
313,Paldo,dosirac shrimp,Tray,South Korea,4.25,307,3.7905537459283387
312,Lucky Me!,supreme bulalo artificial bone marrow,Bowl,Philippines,1.75,47,3.3297872340425534
311,Vifon,tasty mushroom,Pack,Vietnam,2,108,3.187962962962963
310,Lucky Me!,la paz batchoy beef,Pack,Philippines,2.5,47,3.3297872340425534
309,Paldo,dosirac beef,Tray,South Korea,3.75,307,3.7905537459283387
307,Royal Umbrella,vegetarian tom yum,Cup,Thailand,2.75,191,3.384816753926702
306,Rhee Bros Assi,rice noodle anchovy flavor,Tray,South Korea,3.75,307,3.7905537459283387
305,Lucky Me!,supreme special beef carne de vaca,Bowl,Philippines,3.75,47,3.3297872340425534
304,Mama,pho bo rice noodle artificial beef,Bowl,Thailand,3.5,191,3.384816753926702
303,Paldo,dosirac artificial chicken,Tray,South Korea,3.25,307,3.7905537459283387
302,Samyang,bowl noodle picante beef,Bowl,South Korea,3.75,307,3.7905537459283387
301,Dragonfly,guilin style rice vermicelli,Bowl,China,4.5,169,3.4218934911242602
300,Wu Mu,steam spinach ramen with onion,Pack,Taiwan,5,224,3.6654017857142853
299,Lucky Me!,supreme sotanghon artificial chicken vermicelli ,Bowl,Philippines,3.75,47,3.3297872340425534
298,Nongshim,hearty rice noodle spicy veggie consomme,Pack,South Korea,2.75,307,3.7905537459283387
297,Rhee Bros Assi,rice noodle hot & spicy kimchi,Tray,South Korea,3.25,307,3.7905537459283387
296,Nissin,cup noodles crab,Cup,Hong Kong,3.25,137,3.8018248175182485
295,Tablemark,soybean paste,Bowl,Japan,4.5,352,3.981605113636364
294,Paldo,south korean seafood,Pack,South Korea,3.75,307,3.7905537459283387
293,Tiger,onion flaver rice noodle,Bowl,Taiwan,0,224,3.6654017857142853
292,Paldo,south korean u dong,Pack,South Korea,3.75,307,3.7905537459283387
291,Nongshim,shin bowl,Bowl,South Korea,3,307,3.7905537459283387
290,Doll,spicy artificial beef,Pack,Hong Kong,3,137,3.8018248175182485
289,Paldo,south korean broad noodle,Pack,South Korea,2,307,3.7905537459283387
288,Saigon Ve Wong,kung fu artificial beef rice noodle,Pack,South Korea,3.25,307,3.7905537459283387
287,Paldo,king cup lobster,Cup,South Korea,3.75,307,3.7905537459283387
286,Myojo,hyoubanya no yakisoba oriental,Tray,Japan,4,352,3.981605113636364
285,Doll,artificial chicken,Pack,Hong Kong,4.5,137,3.8018248175182485
284,Nissin,cup noodles seafood,Cup,Hong Kong,4.5,137,3.8018248175182485
283,Paldo,king cup kimchi pot stew,Cup,South Korea,4,307,3.7905537459283387
282,Doll,pickled vegetable,Pack,Hong Kong,4.25,137,3.8018248175182485
281,Mama,oriental kitchen hot spicy,Cup,Thailand,3,191,3.384816753926702
280,Rhee Bros Assi,rice noodle katsuo,Tray,South Korea,4,307,3.7905537459283387
279,Rhee Bros Assi,rice noodles seafood,Tray,South Korea,3.75,307,3.7905537459283387
277,Vina Acecook,oh! ricey beef rice noodles,Pack,Vietnam,4,108,3.187962962962963
276,Wai Wai,chili paste tom yum,Pack,Thailand,3.25,191,3.384816753926702
275,Mama,cup shrimp tom yum flavor,Cup,Thailand,3.75,191,3.384816753926702
274,Ve Wong,kung fu artificial soybean paste,Pack,Taiwan,4,224,3.6654017857142853
273,Wai Wai,minced pork tom yum,Pack,Thailand,2.5,191,3.384816753926702
272,Vina Acecook,mi lau thai artificial chicken,Pack,Vietnam,3.5,108,3.187962962962963
271,Paldo,south korean noodle kimchi flavor,Pack,South Korea,3.5,307,3.7905537459283387
270,Wu Mu,dried noodle with bbq pork,Pack,Taiwan,2,224,3.6654017857142853
269,Paldo,spicy shrimp bowl,Bowl,South Korea,3.5,307,3.7905537459283387
267,Mama,pork,Cup,Thailand,2,191,3.384816753926702
266,Vina Acecook,mi lau thai shrimp,Pack,Vietnam,4,108,3.187962962962963
264,Vina Acecook,hao hao sour hot shrimp,Pack,Vietnam,3.75,108,3.187962962962963
262,Vina Acecook,daily beef ball,Pack,Vietnam,3.75,108,3.187962962962963
261,Vina Acecook,oh! ricey chicken,Pack,Vietnam,3.75,108,3.187962962962963
259,Vina Acecook,mi lau thai seafood,Pack,Vietnam,4,108,3.187962962962963
258,Royal Umbrella,tom yum shrimp,Cup,Thailand,3.25,191,3.384816753926702
255,Mama,oriental kitchen spicy seafood,Cup,Thailand,3.75,191,3.384816753926702
254,Vina Acecook,daily hot & spicy tom yun,Pack,Vietnam,4,108,3.187962962962963
250,Wu Mu,steamed noodle sesame oil,Pack,Taiwan,3.75,224,3.6654017857142853
249,Unif,100 artificial spicy beef,Pack,Taiwan,3.75,224,3.6654017857142853
248,Koka,tomato,Pack,Singapore,4.75,109,4.126146788990826
247,Myojo,udon mushroom,Pack,Japan,3,352,3.981605113636364
246,Mama,artificial pork jumbo,Pack,Thailand,3,191,3.384816753926702
245,Six Fortune,broad noodles,Pack,South Korea,3.75,307,3.7905537459283387
244,Nissin,karashi mayo yakisoba,Tray,Japan,4.75,352,3.981605113636364
243,Myojo,udon hot & spicy,Pack,Japan,4.5,352,3.981605113636364
242,Fashion Foods,tom klong,Bowl,Thailand,2,191,3.384816753926702
240,Sanyo Foods,aunt mentaiko durum spaghetti,Bowl,Japan,4.5,352,3.981605113636364
239,Ottogi,ppushu ppushu sweet & sour,Pack,South Korea,1.75,307,3.7905537459283387
237,Koka,spicy seafood marinara,Bowl,Singapore,3,109,4.126146788990826
236,Koka,spicy sesame,Pack,Singapore,5,109,4.126146788990826
235,Koka,curry,Pack,Singapore,4.25,109,4.126146788990826
234,Myojo,udon shrimp,Pack,Japan,3.75,352,3.981605113636364
233,Koka,tom yum rice noodles,Bowl,Singapore,3.5,109,4.126146788990826
232,Indomie,mi goreng jumbo beef,Pack,Indonesia,5,126,4.067460317460317
231,Indomie,onion chicken,Pack,Indonesia,4.5,126,4.067460317460317
230,Lucky Me!,supreme instant mami noodles with free crackers,Bowl,Philippines,3.75,47,3.3297872340425534
229,Myojo,udon chicken,Pack,Japan,3.75,352,3.981605113636364
228,Vifon,pho ga instant rice noodle,Bowl,Vietnam,2,108,3.187962962962963
227,Quickchow,bihon guisado rice noodle,Pack,Philippines,1.75,47,3.3297872340425534
225,Ottogi,snack ramyon,Pack,South Korea,3.75,307,3.7905537459283387
224,Mama,instant bowl noodles artificial pork,Bowl,Thailand,2.75,191,3.384816753926702
223,Koka,laksa singapura,Bowl,Singapore,4.25,109,4.126146788990826
222,Myojo,udon crab,Pack,Japan,3,352,3.981605113636364
220,Wei Lih,good good eat super ramen original,Pack,Taiwan,3,224,3.6654017857142853
219,Six Fortune,tom yam instant soup noodle,Pack,South Korea,2.75,307,3.7905537459283387
217,Samyang,bowl noodle kimchi,Bowl,South Korea,4,307,3.7905537459283387
211,Vina Acecook,kingcook tomato sauce pork,Tray,Vietnam,3.5,108,3.187962962962963
210,Rocket Brand,satoimo noodles,Pack,China,2.5,169,3.4218934911242602
208,Sao Tao,ramen king scallop seafood,Pack,China,4.25,169,3.4218934911242602
206,Bon Go Jang,deuchi udon,Bowl,South Korea,3,307,3.7905537459283387
199,Samyang,chinese soybean paste,Pack,South Korea,2,307,3.7905537459283387
198,Shirakiku,sanukiya somen,Bowl,Japan,4.25,352,3.981605113636364
197,Rhee Bros Assi,rice noodle with spicy flavored soup,Tray,South Korea,2.25,307,3.7905537459283387
196,Nissin,cup noodles pani puri,Cup,India,1.5,31,3.3951612903225805
195,Myojo,chukazanmai served cool sesame flavored rice vinegar sesame,Pack,Japan,3,352,3.981605113636364
194,Saigon Ve Wong,kung fu instant rice noodles artificial chicken,Pack,Vietnam,3.5,108,3.187962962962963
193,Boss,shrimp tom yum flavor,Bowl,Thailand,2.5,191,3.384816753926702
192,Paldo,soy flavor noodle,Pack,South Korea,4.25,307,3.7905537459283387
191,Wu Mu,steamed noodle chinese herbs,Pack,Taiwan,3.25,224,3.6654017857142853
190,Maggi,perencah tom yam,Pack,Malaysia,2.9,155,4.154193548387097
189,Nissin,cup noodles manchurian,Cup,India,3,31,3.3951612903225805
188,Nongshim,udon,Pack,South Korea,4,307,3.7905537459283387
187,Paldo,hwa ramyun soy peptide,Pack,South Korea,4,307,3.7905537459283387
186,Paldo,teumsae ramyun,Pack,South Korea,3.5,307,3.7905537459283387
185,Shirakiku,sanukiya udon,Bowl,Japan,3.75,352,3.981605113636364
184,Myojo,chukazanmai soy sauce,Pack,Japan,3.75,352,3.981605113636364
182,Myojo,chukazanmai soy sauce chili oil,Pack,Japan,3.25,352,3.981605113636364
181,Kamfen,noodle king thin wonton,Pack,China,2,169,3.4218934911242602
180,Myojo,hyobanya no yakisoba sauce flavor,Tray,Japan,4.75,352,3.981605113636364
179,Mama,kimchi,Pack,Thailand,3,191,3.384816753926702
178,Mama,oriental style clear soup,Pack,Thailand,2,191,3.384816753926702
177,Vifon,hu tieu bo kho an lien beef,Pack,Vietnam,3.75,108,3.187962962962963
176,Paldo,dosirac pork,Tray,South Korea,4.125,307,3.7905537459283387
175,Samyang,cold ramen with ponytail radish,Pack,South Korea,3,307,3.7905537459283387
174,Lucky Me!,sotanghon artificial chicken,Pack,Philippines,0.25,47,3.3297872340425534
173,Unif / Tung-I,instant bean vermicelli shrimp,Pack,Taiwan,1.5,224,3.6654017857142853
172,Mama,flat noodle tom yum,Pack,Thailand,3.75,191,3.384816753926702
171,Samyang,japanese seafood flavor udon,Pack,South Korea,3.75,307,3.7905537459283387
170,Myojo,chukazanmai soybean paste,Pack,Japan,3.5,352,3.981605113636364
